FabricType,StitchCount,ThreadTension,SeamStrength,ColorConsistency,MeasurementAccuracy,ButtonAttachmentStrength,LabelPositionAccuracy,PrintAlignment,BrokenStitches,OilStains,LooseThreads,IroningQuality,PackingQuality,Shift,GarmentType,Humidity,Temperature,ProductionTimePerPiece(min),DefectCountInBatch,IsDefective
Linen,52.01006862,3.828656203,39.91901631,0,99.11785438,22.22,0,Aligned,14.87958911,0,4,0,Damaged,Morning,Shirt,60.31995011,31.07225444,3.23,4,0
Polyester,39.86104443,3.814279567,30.59993382,1,99.55892719,29.27,1,Slightly Off,8.338838037,1,1,0,Good,Morning,Jeans,45.16493483,31.28509129,5.09,2,0
Denim,42.16515751,3.296244153,26.79592157,1,99.55892719,38.65,1,Aligned,20.49548648,1,7,0,Wet,Morning,Jeans,47.13721452,25.05611608,6.1,2,0
Linen,45.4846477,3.611091656,32.65936734,1,99.33839078,26.29,0,Slightly Off,12.70408008,1,2,0,Wet,Evening,Shirt,58.0972252,25.73423754,5.18,3,0
Denim,36.65926961,3.444712077,30.30256262,1,99.55892719,20.62,0,Misaligned,16.74937591,1,2,1,Wet,Evening,Trousers,56.42780978,27.51042272,3.14,2,0
Linen,60.81681328,4.876135222,39.12331583,1,99.55892719,29.11,1,Slightly Off,2.704791013,1,8,0,Good,Evening,Blazer,46.56028037,32.61274998,6.34,2,1
Linen,55.03059626,4.467839197,36.13310189,0,99.11785438,21.16,0,Aligned,10.26833521,1,4,0,Good,Morning,Shirt,65.52897058,23.54151981,5.36,4,1
Polyester,54.73563997,4.635777547,32.57377479,1,99.55892719,35.17,0,Misaligned,6.346398612,0,2,0,Wet,Morning,Shirt,32.52068469,23.56269184,5.54,2,0
Linen,56.64412016,4.360836032,33.21729092,1,99.33839078,31.13,1,Aligned,8.694231826,0,7,1,Good,Night,Trousers,58.35624139,29.6068377,3.71,3,1
Cotton,38.36691811,3.435474114,29.03542356,1,99.55892719,23.49,1,Misaligned,13.28071903,1,9,0,Damaged,Morning,Shirt,39.53039538,25.00269889,5.51,2,0
Cotton,46.20448463,3.737739867,31.23359745,0,99.11785438,24.23,0,Slightly Off,11.52027195,0,3,1,Wet,Night,Blazer,63.80698457,28.97747085,4.28,4,0
Cotton,50.27787846,4.244687281,37.62099549,1,99.11785438,25.06,0,Slightly Off,15.45267646,0,8,0,Damaged,Night,Trousers,52.35009972,25.24495979,5.27,4,0
Cotton,37.59374903,3.388936096,26.74998559,0,99.11785438,34.57,1,Misaligned,18.5291038,0,3,1,Damaged,Night,Trousers,62.47726592,28.05684654,6.28,4,1
Polyester,54.79241401,4.356499215,30.69013418,1,99.33839078,30.94,1,Slightly Off,8.386498932,1,0,0,Good,Night,Blazer,51.09005803,25.47006284,5.88,3,0
Cotton,45.51936887,3.879837301,34.2088897,0,100,27.26,1,Aligned,10.7770299,1,2,0,Good,Evening,Shirt,68.25743575,23.98594199,6.04,0,0
Linen,38.38604286,3.812589596,34.80898481,1,99.11785438,27.17,0,Aligned,9.281556093,1,7,1,Good,Night,Blazer,36.34199958,27.43891909,6.2,4,0
Cotton,43.26042929,4.355479984,37.53857359,0,99.55892719,39.11,0,Misaligned,14.75674057,1,3,0,Good,Evening,Shirt,63.79489651,23.36240008,4.97,2,1
Linen,54.61086721,4.222131656,33.28615223,1,99.77946359,38.21,0,Aligned,12.0328675,1,8,1,Good,Evening,Shirt,48.92151734,28.3689084,3.16,1,1
Denim,39.73120247,3.819516917,33.68929349,1,99.55892719,32.01,1,Slightly Off,12.45795968,0,2,1,Good,Night,Blazer,58.75099932,26.29717024,4.86,2,0
Linen,56.35290129,4.579664902,46.92405065,1,99.77946359,38.59,0,Slightly Off,11.77806943,1,6,0,Damaged,Morning,Blazer,59.17089926,22.91694241,6.97,1,0
Polyester,41.7883795,3.459468336,28.02120363,1,99.33839078,32.28,1,Aligned,12.14755065,1,4,1,Good,Evening,Shirt,41.07578798,27.8998066,5.53,3,0
Cotton,49.85295476,4.307967803,30.52853235,0,99.11785438,21.89,1,Aligned,8.814654316,0,9,1,Damaged,Evening,Shirt,64.97414997,27.8366243,6.35,4,0
Polyester,61.34194983,4.296550629,32.61354988,1,99.77946359,26.67,0,Slightly Off,11.560063,0,4,0,Damaged,Morning,Trousers,58.93702474,20,3.2,1,1
Cotton,47.04109146,3.84522678,32.63824224,1,100,24.58,0,Slightly Off,11.50852134,1,6,1,Wet,Night,Jeans,56.16941057,26.84728052,5.39,0,0
Denim,53.73496555,4.163066511,28.49011916,1,99.11785438,34.43,1,Misaligned,12.71493921,0,1,1,Good,Evening,Trousers,58.85178155,27.02968884,4.62,4,1
Linen,41.91739962,3.374443212,27.50375492,1,99.33839078,24.6,0,Misaligned,8.355177871,1,2,1,Good,Evening,Shirt,56.25231535,27.27802445,3.22,3,1
Polyester,52.386465,4.46201351,36.83711803,0,99.77946359,21.34,1,Aligned,11.63504873,1,9,0,Wet,Morning,Trousers,63.34678945,21.5437044,4.99,1,0
Polyester,46.79514343,3.907548932,35.86575667,1,99.55892719,40,1,Slightly Off,10.11716412,0,4,1,Damaged,Morning,Jeans,50.28577813,28.06111498,6.38,2,0
Cotton,52.15637571,3.73863849,33.83969249,0,99.33839078,20.71,0,Aligned,12.97663783,1,8,1,Damaged,Evening,Trousers,63.36183732,28.53907856,6.84,3,0
Linen,59.73458182,4.524504613,38.78979128,0,99.77946359,28.03,1,Slightly Off,13.6662596,0,5,0,Wet,Morning,Shirt,60.72297786,24.18602949,5.83,1,1
Cotton,53.53387002,3.647828155,22.69458821,1,99.11785438,31.39,0,Aligned,11.03560044,0,4,0,Damaged,Evening,Blazer,53.27982339,22.80257543,5.26,4,1
Polyester,40.65744269,3.295769352,29.1293142,0,100,38.46,0,Slightly Off,16.99862284,0,8,0,Good,Night,Jeans,73.46244524,24.0618141,3.85,0,1
Linen,34.27553963,3.221685413,27.89002346,1,99.55892719,30.25,1,Misaligned,8.334341418,0,8,1,Damaged,Morning,Shirt,59.51601636,27.3863411,4.28,2,1
Denim,49.43347499,4.303004976,35.19187294,1,100,22.09,0,Slightly Off,16.02547654,1,4,0,Wet,Evening,Blazer,56.95000077,23.28655475,5.71,0,1
Polyester,34.37853293,3.359785324,21.68761621,0,99.11785438,36.78,1,Aligned,16.99591151,0,2,0,Damaged,Night,Jeans,60.73960818,22.93916296,3.63,4,0
Polyester,62.36398574,4.877397091,36.688855,1,100,37.36,1,Aligned,7.58543691,1,2,0,Damaged,Evening,Jeans,53.95232711,33.29841249,5.65,0,0
Linen,32.57884197,2.959035296,20.17181406,0,99.33839078,37.87,1,Slightly Off,11.44725317,0,6,1,Good,Night,Shirt,67.01100491,26.98406934,3.45,3,1
Denim,42.90214848,4.848228184,32.74080015,1,99.77946359,28.43,0,Aligned,5.818675772,0,5,1,Good,Night,Jeans,54.7864241,26.06642782,5.57,1,0
Polyester,61.58498329,4.105508734,32.83532441,0,99.55892719,26.05,0,Slightly Off,14.55311891,1,1,0,Good,Evening,Shirt,63.19428281,24.98859208,5.56,2,1
Polyester,44.56671564,3.951643444,29.21968119,1,98.89731797,36.14,0,Slightly Off,11.10548067,0,8,0,Wet,Night,Trousers,44.31719993,25.73069361,6.6,5,1
Denim,41.84753085,3.727540457,37.69624039,1,99.33839078,30.97,1,Misaligned,11.33360939,1,3,0,Wet,Evening,Shirt,37.04179601,32.40558328,5.98,3,0
Polyester,58.75287515,4.199568057,33.09022864,1,99.33839078,34.2,1,Slightly Off,8.232418997,1,7,1,Damaged,Morning,Trousers,59.02633529,29.44877535,6.64,3,0
Cotton,41.73293453,3.981182649,35.73072066,1,99.33839078,27.19,0,Aligned,17.47355639,0,8,0,Wet,Night,Trousers,51.16193506,34.1601923,5.32,3,0
Polyester,60.30284072,4.551650941,31.70591045,1,99.77946359,20.58,0,Misaligned,7.978415329,0,7,1,Wet,Morning,Jeans,53.07337002,28.17581955,3.91,1,1
Polyester,45.74815367,4.057113824,30.86664184,1,100,37.19,1,Slightly Off,11.95827077,1,8,0,Good,Evening,Shirt,31.58596617,24.13125933,5.3,0,1
Denim,42.28283335,4.075150881,32.89190067,0,99.11785438,26.61,1,Misaligned,12.49760737,1,2,1,Damaged,Night,Trousers,72.00625539,27.81350595,5.11,4,0
Denim,54.34691553,3.818193894,27.82108931,1,99.55892719,38.37,1,Slightly Off,11.16759866,1,8,1,Good,Evening,Blazer,56.04556982,28.645864,6.6,2,0
Denim,52.27381099,3.971527188,30.50561545,0,99.55892719,26.95,0,Slightly Off,10.25427348,1,2,1,Good,Evening,Jeans,68.34574528,28.84173832,5.58,2,0
Linen,54.44681554,4.153900884,32.57735436,1,99.11785438,39.39,1,Aligned,10.5844139,0,1,0,Good,Night,Shirt,41.07420975,25.6735175,6.44,4,1
Linen,39.57726738,3.144915804,24.45760247,1,99.77946359,26.52,0,Aligned,15.40616839,0,10,0,Damaged,Night,Blazer,55.98648935,32.41162777,4.19,1,0
Cotton,42.90639563,3.325907289,32.17261403,1,100,28.77,1,Misaligned,12.30701396,1,0,0,Damaged,Evening,Trousers,59.07519389,23.19128987,3.9,0,0
Linen,46.29879444,4.371632047,36.10773523,1,99.55892719,35.4,1,Slightly Off,16.13337297,1,6,1,Good,Night,Shirt,56.3396712,28.01835307,5.68,2,0
Cotton,49.58324691,4.085432719,34.12199344,1,99.55892719,34.31,0,Aligned,9.498018504,0,9,1,Damaged,Evening,Blazer,57.3349771,26.12281501,5.22,2,1
Cotton,42.25228498,3.908008332,32.88303098,1,99.33839078,34.77,1,Aligned,14.44630359,0,9,0,Damaged,Morning,Trousers,41.10084966,24.66914931,6.99,3,0
Polyester,41.165901,4.009216967,33.91161486,1,99.55892719,24.49,1,Aligned,6.712369931,1,9,1,Good,Evening,Jeans,58.17011451,27.7413168,4.95,2,0
Denim,52.14025689,4.173790853,33.14166587,1,100,29.18,0,Aligned,9.32164319,1,9,0,Good,Morning,Blazer,46.57319638,30.76973321,3.45,0,1
Cotton,50.5521897,3.73012016,28.87872216,1,99.55892719,25.24,0,Misaligned,10.09088318,1,7,1,Damaged,Morning,Trousers,48.82285523,28.21193722,3.46,2,1
Denim,41.41332753,3.610847637,29.38722928,1,100,31.19,0,Aligned,9.466564126,0,5,1,Good,Evening,Shirt,55.16507762,27.81927719,3.14,0,0
Denim,48.11500707,4.097922628,36.25379287,1,99.55892719,39.88,1,Aligned,12.65457227,1,5,0,Damaged,Morning,Blazer,51.4808821,20.9411345,6.51,2,1
Polyester,36.43901011,3.510813611,31.46522345,1,99.33839078,26.29,0,Misaligned,12.6478112,0,3,1,Good,Morning,Trousers,52.05581915,29.76361074,5.8,3,0
Denim,50.48560226,4.204126378,32.9118156,0,99.55892719,29.16,1,Slightly Off,4.755264091,1,10,0,Good,Evening,Trousers,66.23975796,25.78183404,6.09,2,0
Polyester,41.58487894,3.148708198,27.49319667,1,99.77946359,26.8,1,Misaligned,19.68918992,1,9,1,Damaged,Morning,Shirt,53.43950123,28.60252738,3.81,1,0
Polyester,58.13257251,4.514577819,35.53286856,1,99.77946359,25.2,1,Misaligned,11.49889295,1,4,1,Good,Night,Shirt,51.03104944,29.76056334,5.45,1,1
Cotton,53.56146577,4.236298741,33.99200158,1,99.77946359,35.46,0,Misaligned,11.53093458,0,4,1,Good,Night,Jeans,53.76979235,27.5786388,3.96,1,1
Polyester,46.44402257,4.128014867,31.60354879,1,99.55892719,23.67,1,Slightly Off,15.67432681,0,8,0,Wet,Evening,Blazer,43.88512417,20.99650499,4.74,2,0
Linen,50.64550069,4.491345492,35.38582852,1,99.11785438,23.98,0,Slightly Off,13.98389168,1,0,0,Damaged,Night,Jeans,56.6256231,31.24957046,4.41,4,1
Polyester,61.96986903,4.832737222,42.68588799,0,99.33839078,35.1,0,Slightly Off,9.440005674,1,8,0,Damaged,Night,Blazer,62.21840528,32.4156333,6.56,3,0
Linen,58.14621505,4.507185033,36.3347437,1,99.55892719,21.52,1,Slightly Off,5.128090756,1,4,1,Damaged,Night,Shirt,58.13983674,29.4393199,6.63,2,0
Linen,36.09477968,3.079562884,25.0423506,1,98.89731797,25.58,1,Misaligned,15.53403117,1,7,0,Wet,Evening,Jeans,55.36656814,24.82059795,6.53,5,0
Linen,38.19167866,3.360211517,22.5400388,0,99.11785438,26.53,0,Slightly Off,10.39103844,1,8,0,Wet,Night,Trousers,61.01477447,30.68948448,3.91,4,0
Cotton,50.087324,3.687590711,28.57299397,1,99.33839078,28.85,0,Aligned,16.34261195,0,5,1,Good,Evening,Blazer,49.45887692,26.15381636,6.23,3,1
Polyester,46.35680298,4.013045525,31.38041949,1,99.55892719,20.03,1,Misaligned,9.645417962,1,2,1,Wet,Evening,Shirt,55.39247806,26.79908291,6.38,2,0
Polyester,54.83561525,4.25882951,31.58320563,0,99.11785438,25.92,1,Misaligned,10.12674029,1,2,0,Good,Night,Trousers,68.98308056,30.59256617,3.17,4,0
Denim,42.96132125,3.637128093,29.16202098,1,99.55892719,34.63,1,Aligned,8.696200529,1,3,1,Good,Night,Trousers,52.05924255,28.94248584,4.27,2,1
Polyester,43.88293668,4.093383382,31.45952019,0,99.33839078,35.71,1,Misaligned,8.026347153,0,8,0,Wet,Evening,Jeans,61.07886058,20,4.44,3,1
Cotton,51.52926311,3.622308534,29.21845584,0,99.33839078,23.49,1,Misaligned,12.42815679,0,5,1,Good,Night,Shirt,61.32898534,27.62356235,4.17,3,0
Cotton,44.93121266,3.694241099,29.91843782,1,99.33839078,33.91,1,Misaligned,12.00473922,0,4,0,Damaged,Morning,Blazer,47.4232221,30.55603155,6.77,3,0
Linen,36.00631352,3.296669452,23.50609254,0,99.33839078,32.75,1,Aligned,11.97901326,0,9,0,Good,Night,Jeans,61.87941656,22.9092355,3.1,3,0
Denim,35.50657218,3.538383377,27.11096167,1,99.11785438,26.09,0,Aligned,19.08226812,0,9,1,Damaged,Night,Jeans,48.93151738,29.93244128,5.94,4,0
Polyester,33.43988838,3.324157697,26.82538443,1,99.55892719,20.47,1,Slightly Off,15.1626237,1,3,0,Good,Evening,Shirt,59.2906289,21.99072721,4.85,2,0
Cotton,40.28020346,3.512063374,31.64940528,1,98.89731797,31.94,0,Aligned,13.00660322,1,5,1,Damaged,Night,Jeans,48.77039514,26.35561963,3.44,5,1
Denim,63.9474952,4.526820898,36.9847247,1,99.11785438,23.7,1,Aligned,2.674380953,1,0,1,Wet,Evening,Blazer,57.81060297,28.62429428,3.56,4,1
Denim,39.38029727,3.525300556,26.2165989,1,99.77946359,26.08,0,Aligned,15.42670357,0,3,1,Good,Morning,Jeans,56.29223829,26.2406546,4.55,1,1
Cotton,71.03156655,5.316191032,43.72654254,1,99.55892719,38.18,0,Slightly Off,18.35122683,1,7,0,Wet,Night,Blazer,56.11938157,30.53290476,3.55,2,0
Denim,50.30608906,4.24665895,39.09591827,1,99.33839078,34.84,1,Slightly Off,10.94283133,1,9,0,Good,Morning,Jeans,57.71961188,22.75593458,4.47,3,0
Linen,43.20326479,4.092418062,35.48946391,1,99.33839078,35.02,0,Slightly Off,9.383626307,1,5,1,Wet,Night,Trousers,49.6934468,29.44570095,4.92,3,0
Polyester,40.48379738,3.57082111,30.20914847,1,99.11785438,27.16,1,Aligned,13.34833174,1,9,1,Wet,Night,Trousers,43.33650962,27.15871412,5.6,4,1
Denim,45.79691966,4.35015494,36.97801004,1,98.89731797,34.8,0,Aligned,7.005463923,1,3,0,Good,Night,Jeans,55.81606465,24.44233243,3.33,5,1
Linen,40.26633078,3.712181087,34.01731082,0,99.11785438,30.7,1,Slightly Off,13.96181946,1,5,1,Damaged,Evening,Jeans,66.02793289,28.31627,3.87,4,1
Polyester,44.30331858,4.061004907,35.71491964,0,99.11785438,34.36,0,Aligned,16.37864708,0,6,1,Good,Evening,Blazer,60.83243936,26.78899837,3.47,4,1
Cotton,53.84148789,5.280042269,43.9406193,1,99.77946359,38.34,0,Slightly Off,7.42712216,1,2,0,Wet,Evening,Trousers,59.47247684,31.43867529,3.1,1,0
Cotton,54.98762095,3.95197005,34.82168706,1,100,23.87,1,Slightly Off,10.18013755,1,9,1,Wet,Evening,Shirt,49.89113055,28.75022326,5.51,0,1
Linen,55.95072511,4.574636663,33.35214002,1,99.77946359,24.16,1,Slightly Off,10.61163919,0,6,1,Wet,Evening,Shirt,56.86491212,28.23795189,4.39,1,0
Denim,40.34954942,3.648411787,24.68049854,1,99.77946359,21.86,1,Misaligned,11.19951873,0,1,0,Wet,Evening,Jeans,46.69504269,24.98113761,6.11,1,0
Linen,48.89885779,3.982505755,32.33134199,1,99.33839078,34.26,0,Misaligned,7.498036867,1,8,1,Good,Morning,Blazer,50.76412122,27.43970249,3.45,3,0
Linen,54.44740185,4.885400318,39.28924467,1,99.55892719,29.01,1,Misaligned,9.073486287,1,1,0,Good,Evening,Blazer,58.57098604,25.27451215,4.78,2,1
Polyester,30.88288783,3.686516471,27.86040161,1,99.33839078,23.55,0,Slightly Off,10.8659394,0,6,1,Damaged,Morning,Trousers,36.83336668,26.81311315,6.33,3,1
Cotton,73.65814951,4.906224279,41.72735224,0,98.89731797,25.98,0,Misaligned,14.28721603,0,2,0,Good,Night,Blazer,72.29539774,30.73605243,4.16,5,1
Cotton,53.194511,4.353875968,29.24241698,1,99.11785438,20.7,0,Misaligned,14.75837222,1,8,1,Wet,Morning,Blazer,41.65829709,26.14274152,6.46,4,0
Cotton,41.68013415,3.718766612,28.14581613,0,99.33839078,26.34,0,Aligned,16.7544057,1,2,0,Damaged,Night,Jeans,73.88715309,22.66152685,6.35,3,0
Denim,42.12487238,4.31620387,33.07476432,1,99.55892719,31.46,1,Slightly Off,13.77276727,1,6,1,Wet,Morning,Jeans,46.61097267,28.48358674,5.47,2,0
Cotton,46.36457772,4.486277225,30.98131244,1,99.77946359,27.53,1,Misaligned,11.64479428,1,4,1,Wet,Evening,Shirt,46.51218665,29.3605413,5.08,1,1
Denim,60.00331942,4.310904981,38.97143287,1,99.77946359,35.18,1,Misaligned,8.754965955,0,7,0,Wet,Night,Trousers,51.02399898,31.76689539,5.98,1,1
Cotton,46.08834442,3.21488764,21.64149731,1,99.55892719,29.17,0,Misaligned,17.5485716,0,4,1,Good,Evening,Trousers,50.60576863,29.59311996,3.94,2,0
Denim,47.40325213,3.636431412,27.32643112,1,99.11785438,20.73,1,Slightly Off,13.77050549,0,0,1,Damaged,Evening,Jeans,48.9498868,26.18497881,4.07,4,0
Denim,40.93950299,3.876240682,33.73386473,1,99.33839078,20.36,1,Misaligned,8.503427592,0,3,1,Wet,Night,Jeans,51.29430371,27.78238467,3.62,3,0
Polyester,55.10326937,3.962783285,33.64040231,1,100,35.64,1,Slightly Off,9.332828853,0,6,1,Damaged,Morning,Trousers,55.91715142,28.16793892,4.23,0,1
Polyester,53.97294568,4.310336049,31.1581643,1,99.55892719,32.7,0,Misaligned,7.588092356,1,3,1,Good,Evening,Trousers,46.02579756,28.30255552,4.8,2,0
Linen,52.34082825,4.0888505,34.75827163,0,99.55892719,21.84,0,Slightly Off,5.666212117,1,0,0,Good,Evening,Shirt,63.40713899,20,5.63,2,0
Denim,42.21878857,3.332327821,27.527976,0,99.11785438,21.13,0,Slightly Off,14.50091091,1,7,0,Wet,Night,Jeans,69.12218435,25.27955528,4.49,4,0
Cotton,42.74625118,4.190098926,40.51989809,1,99.55892719,22.19,1,Slightly Off,7.906176033,1,5,1,Damaged,Morning,Shirt,35.55293433,28.43113843,4.12,2,0
Denim,45.67270972,4.305292873,35.65416423,0,99.33839078,36.3,0,Slightly Off,9.121578412,0,5,0,Good,Evening,Trousers,73.55387734,30.29812354,3.7,3,0
Polyester,48.80765186,4.279895224,33.81543633,0,99.55892719,30.5,1,Slightly Off,11.55672844,1,8,0,Damaged,Evening,Shirt,62.72539809,25.09719495,4.98,2,0
Denim,57.70288289,4.540390363,33.75361703,1,100,36.46,1,Misaligned,10.3555405,1,9,0,Good,Morning,Blazer,57.57560672,25.75514894,5.88,0,0
Polyester,46.10137252,4.416961077,33.10295852,1,99.55892719,39.98,0,Aligned,9.025752321,1,7,1,Wet,Evening,Jeans,49.25768473,26.28454335,3.6,2,1
Denim,49.8783484,4.22959004,31.35941303,1,99.77946359,21.32,1,Slightly Off,16.09760696,1,9,1,Wet,Evening,Shirt,56.66616239,26.59532528,6.33,1,1
Denim,46.69595818,3.964917144,35.8326336,0,99.55892719,26.46,1,Misaligned,7.490202236,0,4,1,Wet,Night,Blazer,63.97453015,29.56334492,6.59,2,1
Cotton,41.99793285,3.169519533,25.41006601,0,99.11785438,20.59,0,Misaligned,9.210862488,0,6,0,Good,Morning,Shirt,80,24.7846115,6.75,4,0
Cotton,53.95106699,4.21480911,35.41421425,0,100,25.96,1,Misaligned,12.9439135,0,8,1,Damaged,Morning,Jeans,76.91933589,29.59440967,5.98,0,1
Linen,44.19499648,4.103843844,37.37349355,1,100,31.89,0,Misaligned,9.91391342,1,7,0,Good,Evening,Jeans,39.71380458,31.25635341,5.72,0,0
Polyester,56.86290387,4.135789419,26.01092292,1,99.77946359,32.48,1,Aligned,9.732677833,0,6,0,Damaged,Night,Shirt,52.92178989,25.81896137,5.59,1,1
Linen,34.5233094,3.361625712,30.72962699,1,99.77946359,36.35,1,Misaligned,10.03964048,1,0,0,Good,Evening,Blazer,55.77524278,25.71034157,4.92,1,0
Linen,46.97485797,3.45947173,27.84196457,0,100,23.79,0,Misaligned,14.0956601,0,7,1,Damaged,Morning,Trousers,68.43555606,27.47262744,5.7,0,1
Denim,51.56819263,4.526576427,37.51775653,1,99.33839078,27.39,1,Slightly Off,11.62374277,1,5,0,Wet,Night,Trousers,54.16144864,25.24053822,3.79,3,0
Polyester,48.58229884,3.980222423,29.35656972,1,99.33839078,26.21,0,Misaligned,12.39692448,1,2,1,Damaged,Night,Blazer,47.44750843,26.73628897,4.01,3,1
Polyester,53.21894148,4.340750349,32.46062959,1,99.33839078,20.38,0,Aligned,9.569628539,1,6,0,Wet,Night,Jeans,55.53788906,22.59102432,5.95,3,1
Linen,49.15844746,4.014159188,33.57981117,1,100,23.44,0,Aligned,9.718592814,0,7,1,Good,Night,Shirt,51.1466513,29.56711845,5.02,0,1
Polyester,51.55103283,4.01487807,39.27281796,0,99.11785438,31.11,0,Slightly Off,11.48096234,0,6,0,Good,Night,Jeans,64.86513582,31.98906517,4.94,4,1
Denim,55.58700033,4.469141903,38.76307516,0,98.89731797,24.89,0,Aligned,13.96133562,1,4,0,Damaged,Morning,Trousers,78.87591698,24.98036146,3.13,5,1
Cotton,48.82197728,3.741977636,33.73238985,0,99.55892719,21.86,0,Slightly Off,17.22052292,1,8,0,Wet,Evening,Trousers,64.10559026,22.06132353,5.87,2,1
Polyester,50.89982446,4.048060388,31.8084793,0,99.11785438,24.32,0,Misaligned,15.23794516,0,6,1,Damaged,Evening,Trousers,64.50852616,29.76264933,4.29,4,0
Polyester,38.90407197,3.768862356,28.35028617,0,99.33839078,35.54,0,Slightly Off,13.97948731,0,0,0,Wet,Evening,Shirt,67.35588265,25.74451709,6.93,3,1
Cotton,46.74201801,3.782751886,27.91960024,1,98.89731797,27.89,1,Misaligned,15.38102475,0,8,0,Damaged,Night,Jeans,59.54540699,24.9964858,5.95,5,1
Denim,43.32561775,3.845413938,29.29849033,1,99.11785438,26.54,0,Slightly Off,8.763364514,1,4,1,Good,Night,Shirt,51.01256682,26.63402832,3.5,4,0
Cotton,43.78649024,4.111066886,26.73018779,1,99.55892719,29.96,1,Misaligned,9.636555405,0,3,0,Damaged,Evening,Trousers,51.99781782,23.33745996,4.08,2,1
Denim,43.67830881,3.760625689,27.91024748,0,99.55892719,31.95,1,Slightly Off,14.05194414,1,7,1,Damaged,Evening,Trousers,65.96002516,28.44601117,3.15,2,0
Denim,56.45071475,4.627878063,35.34196503,1,99.11785438,37.92,1,Aligned,10.38976127,1,1,0,Good,Night,Jeans,57.88937549,23.20617744,6.68,4,1
Cotton,43.88073133,3.552696349,27.89549627,1,99.77946359,36.39,1,Slightly Off,13.90712644,1,2,0,Good,Night,Trousers,45.17723143,23.44688312,4.57,1,0
Cotton,52.15889386,3.906564178,31.64776375,0,99.77946359,26.77,1,Aligned,15.12526722,1,1,0,Good,Evening,Jeans,68.09122042,23.40659069,5.65,1,0
Linen,51.89815925,3.780134471,31.32842837,1,99.11785438,39.91,1,Slightly Off,14.91181591,1,2,1,Wet,Night,Trousers,47.25884718,27.4919943,3.31,4,0
Polyester,58.36327146,4.723488942,37.74313542,1,99.55892719,23.07,1,Misaligned,7.280131585,0,10,0,Good,Evening,Blazer,43.72618117,21.55893122,5.64,2,0
Cotton,51.76486054,4.098277388,31.04188985,1,100,39.9,1,Slightly Off,11.83897814,1,2,0,Damaged,Morning,Shirt,46.23104621,33.26481733,3.52,0,0
Denim,54.6676124,4.51592227,30.23730223,1,100,21.03,0,Aligned,8.205687715,1,7,0,Wet,Night,Shirt,58.06386339,25.87341626,5.57,0,1
Denim,42.92276508,3.257219813,24.33183268,0,99.55892719,32.06,1,Slightly Off,11.15360626,1,1,0,Damaged,Morning,Shirt,64.72724172,20.65139103,4.86,2,0
Polyester,52.03724229,4.133525133,30.15084915,1,99.77946359,24.79,0,Slightly Off,6.600342719,1,7,0,Good,Morning,Jeans,57.54700295,23.81778816,4.46,1,0
Polyester,53.0653443,4.444815398,36.95672343,1,99.55892719,34.32,0,Aligned,11.51117053,1,5,1,Good,Morning,Jeans,49.43142875,28.79635462,5.38,2,0
Linen,59.25361677,4.041141995,35.05699815,1,99.77946359,31.77,0,Slightly Off,6.563392303,0,9,0,Damaged,Evening,Trousers,46.92074247,31.04503393,6.83,1,0
Polyester,51.66196543,4.532740188,39.0776347,0,99.11785438,23.46,0,Misaligned,12.11691934,1,5,1,Good,Evening,Trousers,62.71120586,27.48956532,5.66,4,0
Polyester,52.16855408,3.741355775,32.20170441,1,99.33839078,20.72,1,Misaligned,16.59263128,1,7,1,Wet,Morning,Shirt,54.07291127,27.25691638,3.09,3,0
Linen,49.68462001,4.70467372,37.23681255,1,99.77946359,31.44,1,Aligned,12.18166092,0,2,0,Good,Evening,Trousers,58.41004367,22.40947272,3.98,1,1
Cotton,65.86147142,5.149449062,39.6297258,1,99.11785438,39.7,0,Slightly Off,9.85676695,0,6,0,Damaged,Morning,Jeans,53.59729383,31.46657248,5.75,4,1
